Time (s),Nodes Explored,Pruned by,Bound Update,LB,UB,Rel. Gap,Abs. Gap,# Nodes
2247.138,1, ,* L  ,0.97533243,inf,inf%,inf,2
4232.812,2, , ,0.97533243,inf,inf%,inf,3
6098.395,3, ,* L  ,0.9755313,inf,inf%,inf,4
7757.933,4, , ,0.9755313,inf,inf%,inf,5
9569.23,5, ,* L  ,0.97570324,inf,inf%,inf,6
11117.634,6, , ,0.97570324,inf,inf%,inf,7
12728.137,7, ,* L  ,0.97593742,inf,inf%,inf,8
13986.351,8, , ,0.97593742,inf,inf%,inf,9
15347.392,9, ,* L  ,0.97600755,inf,inf%,inf,10
16710.336,10, , ,0.97600755,inf,inf%,inf,11
18101.231,11, ,* L  ,0.97615112,inf,inf%,inf,12
19548.093,12, , ,0.97615112,inf,inf%,inf,13
20809.351,13, ,* L  ,0.97639626,inf,inf%,inf,14
21945.05,14, , ,0.97639626,inf,inf%,inf,15
22652.794,15, ,* L U,0.97698989,2.5498898,61.685%,1.5729,16
23326.81,16, ,* U  ,0.97698989,2.4473391,60.0795%,1.470349,17
24444.707,17, ,* L U,0.97706649,0.9797709,0.276%,0.002704,18
25599.686,18, , ,0.97706649,0.9797709,0.276%,0.002704,19
26461.174,19, ,* L  ,0.97708986,0.9797709,0.2736%,0.002681,20
26897.639,20, , ,0.97708986,0.9797709,0.2736%,0.002681,21
27547.552,21, ,* L  ,0.97713756,0.9797709,0.2688%,0.002633,22
27846.182,22, , ,0.97713756,0.9797709,0.2688%,0.002633,23
28021.552,23, ,* L  ,0.97713789,0.9797709,0.2687%,0.002633,24
28969.897,24,Bound, ,0.97713789,0.9797709,0.2687%,0.002633,23
29040.213,25, ,* L  ,0.97716559,0.9797709,0.2659%,0.002605,24
29310.826,26, , ,0.97716559,0.9797709,0.2659%,0.002605,25
29501.597,27, ,* L  ,0.97717713,0.9797709,0.2647%,0.002594,26
29557.564,28, , ,0.97717713,0.9797709,0.2647%,0.002594,27
29978.136,29, ,* L  ,0.97720174,0.9797709,0.2622%,0.002569,28
30028.221,30, , ,0.97720174,0.9797709,0.2622%,0.002569,29
30241.064,31, ,* L  ,0.97725484,0.9797709,0.2568%,0.002516,30
30284.263,32, , ,0.97725484,0.9797709,0.2568%,0.002516,31
30620.322,33, ,* L  ,0.97725484,0.9797709,0.2568%,0.002516,32
30720.57,34,Bound, ,0.97725484,0.9797709,0.2568%,0.002516,31
31058.269,35, ,* L  ,0.97725484,0.9797709,0.2568%,0.002516,32
31173.007,36, , ,0.97725484,0.9797709,0.2568%,0.002516,33
31484.985,37, ,* L  ,0.97734888,0.9797709,0.2472%,0.002422,34
31988.277,38,Bound, ,0.97734888,0.9797709,0.2472%,0.002422,33
32191.301,39, ,* L  ,0.97746965,0.9797709,0.2349%,0.002301,34
32560.002,40, , ,0.97746965,0.9797709,0.2349%,0.002301,35
32597.89,41, ,* L  ,0.97748611,0.9797709,0.2332%,0.002285,36
33757.405,42, , ,0.97748611,0.9797709,0.2332%,0.002285,37
33886.2,43, ,* L  ,0.97755274,0.9797709,0.2264%,0.002218,38
33922.334,44, , ,0.97755274,0.9797709,0.2264%,0.002218,39
33955.672,45, , ,0.97755274,0.9797709,0.2264%,0.002218,40
33979.795,46, , ,0.97755274,0.9797709,0.2264%,0.002218,41
